"R0000100","R0536300","R0536402","R1482600","R2563600","R2568302","R3508600","R3510500","R3511300","R3516200","R3516900","R3517700","R3518200","R3519200","R4907500","Z9060800"
6553,1,1980,4,4,1999,30,10,-4,-4,-4,-4,-4,-4,10,15
6554,1,1982,4,4,1999,30,-4,0,-4,-4,-4,-4,20,8,28
6555,1,1984,4,4,1999,2,-4,-4,-4,-4,-4,-4,-4,20,5
6556,1,1982,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6557,2,1983,4,2,1998,30,-4,-4,-4,-4,-4,-4,-4,1,6
6558,2,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0
6559,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,11
6560,2,1984,4,4,1998,-4,-4,-4,-4,2,-4,-4,-4,4,0
6561,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,28
6562,1,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,5
6563,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6564,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6565,1,1980,4,4,1998,-4,0,-4,-4,-4,-4,-4,-4,7,51
6566,2,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6567,2,1984,4,4,1998,25,0,-4,1,11,1,-4,30,2,4
6568,2,1982,4,4,1999,30,0,-4,-4,-4,-4,-4,3,10,0
6569,1,1984,4,4,1999,30,-4,37,-4,-4,-4,-4,-4,-4,0
6570,1,1983,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,0
6571,1,1981,1,4,1998,0,-4,-4,-4,-4,-4,-4,-4,3,-3
6572,2,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,26
6573,2,1984,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,0
6574,2,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6575,2,1981,1,4,1998,2,1,-4,-4,-4,-4,-4,-4,6,52
6576,1,1984,1,4,1998,-4,0,0,-4,-4,-4,-4,-4,-4,0
6577,1,1984,1,2,1998,-4,-4,-4,-4,1,-4,-4,-4,1,0
6578,1,1983,4,4,1998,-4,0,-4,-4,-4,-4,-4,-4,2,0
6579,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6580,2,1984,2,2,1998,-4,0,-4,-4,-4,-4,-4,-4,-4,0
6581,2,1984,2,1,1998,-4,-4,-4,-2,-4,-4,-4,-4,2,24
6582,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6583,1,1980,2,1,1999,8,-4,-4,-4,-4,-4,-4,-4,-4,47
6584,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6585,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6586,2,1980,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6587,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6588,2,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6589,2,1982,1,-3,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6590,2,1984,1,8,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6591,2,1980,1,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,26
6592,2,1984,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6593,1,1984,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6594,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,36
6595,1,1983,1,4,1998,-4,1,-4,2,-4,-4,1,2,6,0
6596,1,1984,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6597,1,1980,1,1,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,0
6598,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,20
6599,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
6600,1,1981,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6601,2,1983,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,4
6602,1,1980,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,25,7
6603,2,1983,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6604,1,1984,2,1,1998,2,-4,-4,-4,-4,-4,-4,-4,17,0
6605,2,1984,2,2,1999,0,-4,-4,-4,-4,-4,-4,-4,-4,0
6606,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6607,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,16
6608,1,1980,2,1,1999,0,-4,-4,-4,-4,-4,-4,-4,4,0
6609,1,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6610,1,1983,2,1,1999,0,-4,-4,-4,-4,-4,-4,-4,-4,0
6611,1,1980,2,4,1999,0,-4,-4,-4,-4,-4,-4,-4,2,0
6612,1,1982,2,4,1999,-4,0,0,-4,-4,1,2,-4,3,0
6613,1,1984,2,4,1999,20,0,-4,-4,-4,-2,-4,-4,4,0
6614,1,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6615,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6616,2,1981,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,25,0
6617,2,1984,2,2,1998,-4,-4,0,-4,-4,-4,-4,-4,2,0
6618,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6619,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,0
6620,1,1980,2,1,1998,-4,-4,0,-4,3,0,0,-4,6,2
6621,1,1982,2,9,1999,0,-4,-4,2,-4,-4,-4,-4,-4,26
6622,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6623,1,1981,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,5
6624,2,1980,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6625,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6626,2,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,51
6627,2,1982,2,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6628,2,1983,2,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6629,2,1982,2,1,1999,-4,-4,-4,-4,1,-4,-4,-4,1,1
6630,1,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
6631,2,1980,2,1,1998,10,-4,-4,-4,-4,-4,-4,-4,2,0
6632,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,20,0
6633,2,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6634,1,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6635,2,1983,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0
6636,2,1982,2,2,1998,0,-4,-4,-4,-4,-4,-4,-4,5,0
6637,1,1981,2,3,1999,1,0,-4,-4,-4,-4,-4,-4,-5,52
6638,2,1984,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6639,2,1983,2,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6640,1,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,7
6641,1,1980,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,16
6642,1,1981,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6643,1,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6644,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6645,2,1983,2,4,1999,0,-4,0,-4,-4,-4,-4,-4,27,0
6646,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,5,-4,-4,0
6647,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6648,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6649,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6650,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6651,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6652,2,1984,1,8,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
6653,2,1982,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6654,1,1984,2,4,1998,-5,-5,-5,-5,-5,-5,-5,-5,-4,52
6655,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6656,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6657,1,1981,2,1,1999,5,-4,-4,-4,-4,-4,-4,-4,-5,0
6658,1,1981,2,1,1998,1,-4,-4,-4,-4,-4,-4,-4,1,0
6659,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6660,2,1981,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,-5,0
6661,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
6662,1,1984,2,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6663,2,1980,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,34
6664,1,1982,2,1,1998,-4,1,-4,-4,-4,-4,1,-4,3,0
6665,2,1980,3,4,1999,-2,-4,-4,-4,-4,-4,-4,-4,-4,10
6667,2,1981,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,35
6668,1,1981,2,1,1999,-4,-4,-4,1,-4,-4,-4,-4,2,52
6669,1,1983,2,1,1999,-4,-4,-4,10,5,-4,10,-4,3,0
6670,1,1980,2,1,1998,10,1,-4,-4,-4,-4,-4,-4,-5,38
6671,2,1984,2,1,1998,0,-4,0,-4,-4,-4,-4,-4,8,0
6672,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,39
6673,2,1982,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
6674,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6675,1,1980,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6676,1,1981,2,1,1998,2,-4,-4,-4,-4,-4,-4,-4,3,18
6677,1,1980,2,4,1999,15,10,-4,-4,6,8,15,99,1,5
6678,2,1981,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6679,1,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
6680,1,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,13
6681,1,1982,2,1,1998,30,30,50,-4,-4,-4,-4,-4,29,0
6682,2,1980,2,1,1998,1,-4,-4,-4,-4,-4,-4,-4,1,0
6683,1,1983,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6684,1,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6685,1,1982,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6686,1,1984,1,9,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6687,2,1980,1,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6688,2,1983,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,49
6689,2,1983,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,13,0
6690,1,1981,1,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,0
6692,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,42
6693,1,1983,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6694,1,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
6695,1,1980,2,4,1998,-4,0,-4,-4,-4,-4,-4,-4,7,24
6696,2,1983,2,4,1998,-4,-4,-4,-4,2,-4,-4,-4,0,0
6697,1,1984,2,2,1998,-4,-4,-4,0,0,0,-4,-4,11,0
6698,2,1980,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,42
6699,1,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6700,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6701,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6702,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6703,1,1980,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,27
6704,1,1981,2,4,1999,-4,-4,-4,-4,0,-4,-4,-4,-5,0
6705,1,1982,2,4,1999,30,-4,-4,-4,-4,-4,-4,-4,0,0
6706,2,1982,2,1,1999,0,-4,0,-4,-4,-4,-4,-4,1,49
6707,2,1981,2,1,1998,1,-4,-4,-4,-4,-4,-4,-4,-4,8
6708,1,1982,2,1,1998,4,-4,-4,-4,-4,-4,-4,-4,1,0
6709,1,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6710,1,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6711,2,1980,2,10,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6712,2,1983,2,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6713,2,1982,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6714,2,1980,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6715,1,1981,2,5,1999,19,0,-4,-4,-4,-4,-4,-4,-4,0
6716,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,4
6717,1,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
6718,2,1984,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,35
6719,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6720,1,1980,2,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6721,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6722,2,1980,2,10,1999,5,-4,-4,-4,-4,-4,-4,-4,-4,0
6723,1,1983,2,4,1999,0,-4,-4,-4,1,5,-4,-4,1,0
6724,1,1984,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6725,2,1981,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
6726,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6727,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,16
6728,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,23,0
6729,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6730,2,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6731,2,1981,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,49
6732,1,1984,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6733,1,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
6734,1,1984,2,1,1999,-4,0,-4,-4,-4,2,2,-4,5,0
6735,2,1981,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,15,0
6736,2,1984,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6737,2,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,31
6738,1,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,29
6739,1,1983,2,1,1999,5,0,-4,-4,2,2,-4,-4,1,0
6740,1,1980,2,1,1999,0,-4,-4,-4,-4,-4,-4,-4,-4,52
6741,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6742,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6743,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6744,1,1981,2,1,1998,-4,-4,-4,-4,5,-4,-4,1,15,19
6745,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,52
6746,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6747,1,1980,2,4,1999,5,-4,-4,-4,-4,-4,-4,-4,30,52
6748,2,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,10
6749,2,1983,2,1,1998,3,-4,-4,-4,-4,-4,-4,-4,-4,0
6750,2,1981,2,1,1999,10,-4,-4,-4,-4,-4,-4,-4,0,0
6751,2,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6752,2,1980,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6753,2,1984,2,5,1999,2,0,5,2,-4,-4,-4,5,4,0
6754,2,1981,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6755,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,0
6756,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6757,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6758,1,1981,2,1,1998,30,-4,-4,-4,-4,-4,-4,-4,-5,49
6759,1,1980,2,4,1999,20,-4,-4,-4,-4,-4,-4,-4,10,50
6760,2,1981,2,4,1998,1,-4,-4,-4,-4,-4,-4,-4,1,8
6761,1,1983,2,1,1998,-4,-4,-4,1,-4,-4,-4,-4,-4,0
6762,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6763,2,1982,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6764,1,1980,2,1,1999,1,2,0,2,25,1,-1,1,4,21
6765,2,1984,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6766,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6767,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6768,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6769,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,52
6770,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,52
6771,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,27
6772,1,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6773,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6774,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6775,2,1982,2,9,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,0
6776,2,1981,2,5,1998,0,-4,-4,-4,-4,-4,-4,-4,3,0
6777,2,1983,2,5,1998,0,0,-4,-4,2,-4,-4,-4,5,0
6778,1,1984,2,5,1998,-4,-4,-4,-4,2,-4,-4,-4,1,0
6779,1,1982,2,1,1999,-4,-4,-4,1,-4,-4,-4,-4,-4,46
6780,1,1983,2,1,1999,-4,1,-4,-4,-4,-4,-4,-4,-4,0
6781,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6782,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6783,1,1980,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,10,11
6784,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,8,0
6785,2,1981,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,39
6786,2,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
6787,1,1984,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6788,2,1981,2,2,1998,-4,-4,-4,-4,4,-4,4,20,2,0
6789,1,1984,2,2,1998,0,3,-4,50,-4,-4,-4,3,0,0
6790,1,1984,2,2,1998,-4,3,-4,2,-4,-4,-4,30,13,0
6791,2,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6792,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6793,2,1981,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,2
6794,2,1981,2,1,1998,-4,0,-4,-4,2,-4,-4,-4,4,0
6795,2,1984,2,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6796,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6797,1,1982,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6798,1,1982,1,4,1999,1,-4,-4,-4,-4,-4,-4,-4,4,0
6799,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6800,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6801,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6802,1,1981,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,52
6803,2,1981,2,1,1998,-4,-4,0,-4,-4,-4,-4,-4,5,52
6804,1,1984,2,1,1998,5,-4,-4,5,-4,-4,0,25,-4,0
6805,2,1982,2,1,1999,0,-4,-4,-4,-4,-4,-4,-4,1,0
6806,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,0
6807,2,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6808,2,1980,2,2,1999,3,0,-4,-4,4,-4,-4,-4,12,10
6809,2,1984,2,1,1998,-4,0,-4,-4,2,-4,-4,-4,2,0
6810,2,1980,2,1,1998,0,-4,-4,-4,-4,-4,-4,-4,-4,45
6811,2,1984,2,1,1998,5,-4,-4,-4,2,-4,-4,2,18,0
6812,1,1981,2,2,1998,0,-4,-4,-4,-4,-4,-4,-4,6,36
6813,2,1984,2,2,1998,0,0,3,1,-4,-4,-4,-4,0,0
6814,1,1981,2,1,1999,-4,0,-4,-4,1,-4,-4,-4,2,0
6815,2,1981,1,1,1998,30,0,-4,-4,-4,-4,-4,-4,0,0
6816,1,1982,1,1,1998,8,15,-4,-4,-4,-4,-4,3,20,0
6817,2,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6818,2,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6819,1,1981,2,1,1999,-4,-4,0,-4,-4,-4,-4,-4,0,0
6820,2,1983,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6821,2,1982,2,10,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6822,2,1984,2,8,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6823,2,1982,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
6824,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,24
6825,2,1983,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6826,1,1983,2,1,1998,5,0,-4,-4,-4,-4,-4,-4,3,0
6827,1,1980,2,1,1998,-4,-4,0,-4,-4,0,0,-4,30,10
6828,1,1981,2,10,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,29
6829,2,1983,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
6830,1,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,20
6831,2,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6832,2,1980,2,1,1998,3,-4,-4,-4,-4,-4,-4,-4,25,0
6833,1,1980,1,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,9,52
6834,2,1983,1,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,12,0
6835,2,1983,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6836,1,1982,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6837,1,1982,1,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,7,11
6838,2,1981,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6839,2,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
6840,2,1981,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
6841,1,1982,2,4,1999,-4,-4,-4,45,-4,-4,7,-4,1,6
6842,2,1984,2,-3,1999,0,-4,-4,-4,-4,-4,-4,-4,1,0
6843,1,1980,1,1,1998,1,-4,-4,-4,-4,-4,-4,-4,-4,0
6844,1,1983,1,1,1998,-4,-4,-4,-4,-4,-2,-2,-2,-4,0
6845,1,1980,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,2
6846,1,1984,1,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,9
6847,1,1984,1,8,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,9
6848,1,1982,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,23
6849,2,1980,2,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,24
6850,1,1984,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,9
6851,2,1982,2,2,1999,0,-4,-4,-4,1,-4,-4,-4,1,0
6852,2,1984,2,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6853,1,1984,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
6854,1,1983,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,0
6855,2,1982,2,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,10
6856,1,1982,2,1,1998,2,-4,-4,-4,1,-4,-4,-4,4,33
6857,2,1981,2,-5,-5,0,-4,-4,-4,-4,-4,-4,-4,2,0
6858,2,1983,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
6859,1,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,8
6860,1,1984,2,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6861,1,1981,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6862,1,1984,2,2,1999,10,-4,-4,-4,-4,-4,-4,-4,-5,0
6863,1,1981,1,2,1998,30,-4,-4,-4,-4,-4,-4,-4,20,8
6864,2,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,34
6865,1,1982,1,4,1998,2,-4,-4,-4,-4,-4,-4,-4,0,0
6866,2,1980,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,24
6867,1,1984,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6868,2,1980,1,6,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,42
6869,2,1980,1,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,26
6870,1,1982,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,50
6871,1,1984,1,4,1999,-4,-4,-4,-4,0,-4,-4,-4,-4,0
6872,1,1982,1,4,1998,13,-4,-4,-4,-4,-4,-4,23,-4,0
6873,1,1982,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,0
6874,2,1981,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,12
6875,1,1984,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
6876,1,1982,1,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,0
6877,1,1980,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
