Country,Year,Region,Population
Martinique,1996,Americas,371.466
Martinique,1997,Americas,374.573
Martinique,1998,Americas,377.901
Martinique,1999,Americas,381.211
Martinique,2000,Americas,384.317
Martinique,2001,Americas,387.199
Martinique,2002,Americas,389.888
Martinique,2003,Americas,392.323
Martinique,2004,Americas,394.441
Martinique,2005,Americas,396.206
Martinique,2006,Americas,397.576
Montserrat,1980,Americas,11.919
Montserrat,1981,Americas,11.85
Montserrat,1982,Americas,11.743
Montserrat,1983,Americas,11.607
Montserrat,1984,Americas,11.464
Montserrat,1985,Americas,11.325
Montserrat,1986,Americas,11.183
Montserrat,1987,Americas,11.031
Montserrat,1988,Americas,10.891
Montserrat,1989,Americas,10.788
Montserrat,1990,Americas,10.734
Montserrat,1991,Americas,10.763
Montserrat,1992,Americas,10.856
Montserrat,1993,Americas,10.892
Montserrat,1994,Americas,10.717
Montserrat,1995,Americas,10.232
Montserrat,1996,Americas,9.375
Montserrat,1997,Americas,8.217
Montserrat,1998,Americas,6.936
Montserrat,1999,Americas,5.788
Montserrat,2000,Americas,4.956
Montserrat,2001,Americas,4.505
Montserrat,2002,Americas,4.377
Montserrat,2003,Americas,4.474
Montserrat,2004,Americas,4.645
Montserrat,2005,Americas,4.777
Montserrat,2006,Americas,4.846
Netherlands Antilles,1980,Americas,11.203
Netherlands Antilles,1981,Americas,11.317
Netherlands Antilles,1982,Americas,11.472
Netherlands Antilles,1983,Americas,11.656
Netherlands Antilles,1984,Americas,11.846
Netherlands Antilles,1985,Americas,12.027
Netherlands Antilles,1986,Americas,12.184
Netherlands Antilles,1987,Americas,12.327
Netherlands Antilles,1988,Americas,12.485
Netherlands Antilles,1989,Americas,12.705
Netherlands Antilles,1990,Americas,13.014
Netherlands Antilles,1991,Americas,13.432
Netherlands Antilles,1992,Americas,13.935
Netherlands Antilles,1993,Americas,14.446
Netherlands Antilles,1994,Americas,14.861
Netherlands Antilles,1995,Americas,15.106
Netherlands Antilles,1996,Americas,15.158
Netherlands Antilles,1997,Americas,15.051
Netherlands Antilles,1998,Americas,14.838
Netherlands Antilles,1999,Americas,14.596
Netherlands Antilles,2000,Americas,14.39
Netherlands Antilles,2001,Americas,14.225
Netherlands Antilles,2002,Americas,14.097
Netherlands Antilles,2003,Americas,14.052
Netherlands Antilles,2004,Americas,14.142
Netherlands Antilles,2005,Americas,14.402
Netherlands Antilles,2006,Americas,14.855
Puerto Rico,1980,Americas,3187.704
Puerto Rico,1981,Americas,3230.497
Puerto Rico,1982,Americas,3269.287
Puerto Rico,1983,Americas,3304.717
Puerto Rico,1984,Americas,3337.89
Puerto Rico,1985,Americas,3369.714
Puerto Rico,1986,Americas,3400.048
Puerto Rico,1987,Americas,3428.846
Puerto Rico,1988,Americas,3457.232
Puerto Rico,1989,Americas,3486.638
Puerto Rico,1990,Americas,3517.984
Puerto Rico,1991,Americas,3551.582
Puerto Rico,1992,Americas,3586.848
Puerto Rico,1993,Americas,3622.652
Puerto Rico,1994,Americas,3657.368
Puerto Rico,1995,Americas,3689.649
Puerto Rico,1996,Americas,3719.446
Puerto Rico,1997,Americas,3746.634
Puerto Rico,1998,Americas,3769.718
Puerto Rico,1999,Americas,3786.884
Puerto Rico,2000,Americas,3796.981
Puerto Rico,2001,Americas,3799.358
Puerto Rico,2002,Americas,3794.728
Puerto Rico,2003,Americas,3785.058
Puerto Rico,2004,Americas,3773.147
Puerto Rico,2005,Americas,3761.143
Puerto Rico,2006,Americas,3749.763
Saint Kitts and Nevis,1980,Americas,43.205
Saint Kitts and Nevis,1981,Americas,42.978
Saint Kitts and Nevis,1982,Americas,42.761
Saint Kitts and Nevis,1983,Americas,42.539
Saint Kitts and Nevis,1984,Americas,42.294
Saint Kitts and Nevis,1985,Americas,42.017
Saint Kitts and Nevis,1986,Americas,41.697
Saint Kitts and Nevis,1987,Americas,41.353
Saint Kitts and Nevis,1988,Americas,41.045
Saint Kitts and Nevis,1989,Americas,40.854
Saint Kitts and Nevis,1990,Americas,40.833
Saint Kitts and Nevis,1991,Americas,41.009
Saint Kitts and Nevis,1992,Americas,41.36
Saint Kitts and Nevis,1993,Americas,41.836
Saint Kitts and Nevis,1994,Americas,42.363
Saint Kitts and Nevis,1995,Americas,42.888
Saint Kitts and Nevis,1996,Americas,43.391
Saint Kitts and Nevis,1997,Americas,43.885
Saint Kitts and Nevis,1998,Americas,44.391
Saint Kitts and Nevis,1999,Americas,44.938
Saint Kitts and Nevis,2000,Americas,45.544
Saint Kitts and Nevis,2001,Americas,46.214
Saint Kitts and Nevis,2002,Americas,46.934
Saint Kitts and Nevis,2003,Americas,47.679
Saint Kitts and Nevis,2004,Americas,48.421
Saint Kitts and Nevis,2005,Americas,49.139
Saint Kitts and Nevis,2006,Americas,49.823
Saint Lucia,1980,Americas,117.984
Saint Lucia,1981,Americas,119.593
Saint Lucia,1982,Americas,121.15
Saint Lucia,1983,Americas,122.738
Saint Lucia,1984,Americas,124.468
Saint Lucia,1985,Americas,126.416
Saint Lucia,1986,Americas,128.62
Saint Lucia,1987,Americas,131.032
Saint Lucia,1988,Americas,133.532
Saint Lucia,1989,Americas,135.954
Saint Lucia,1990,Americas,138.18
Saint Lucia,1991,Americas,140.159
Saint Lucia,1992,Americas,141.934
Saint Lucia,1993,Americas,143.592
Saint Lucia,1994,Americas,145.262
Saint Lucia,1995,Americas,147.04
Saint Lucia,1996,Americas,148.962
Saint Lucia,1997,Americas,150.994
Saint Lucia,1998,Americas,153.066
Saint Lucia,1999,Americas,155.073
Saint Lucia,2000,Americas,156.949
Saint Lucia,2001,Americas,158.65
Saint Lucia,2002,Americas,160.217
Saint Lucia,2003,Americas,161.766
Saint Lucia,2004,Americas,163.46
Saint Lucia,2005,Americas,165.407
Saint Lucia,2006,Americas,167.658
Saint Vincent and the Grenadines,1980,Americas,100.506
Saint Vincent and the Grenadines,1981,Americas,101.378
Saint Vincent and the Grenadines,1982,Americas,102.202
Saint Vincent and the Grenadines,1983,Americas,102.985
Saint Vincent and the Grenadines,1984,Americas,103.742
Saint Vincent and the Grenadines,1985,Americas,104.477
Saint Vincent and the Grenadines,1986,Americas,105.197
Saint Vincent and the Grenadines,1987,Americas,105.892
Saint Vincent and the Grenadines,1988,Americas,106.533
Saint Vincent and the Grenadines,1989,Americas,107.081
Saint Vincent and the Grenadines,1990,Americas,107.509
Saint Vincent and the Grenadines,1991,Americas,107.811
Saint Vincent and the Grenadines,1992,Americas,108.001
Saint Vincent and the Grenadines,1993,Americas,108.097
Saint Vincent and the Grenadines,1994,Americas,108.129
Saint Vincent and the Grenadines,1995,Americas,108.122
Saint Vincent and the Grenadines,1996,Americas,108.078
Saint Vincent and the Grenadines,1997,Americas,108.001
Saint Vincent and the Grenadines,1998,Americas,107.923
Saint Vincent and the Grenadines,1999,Americas,107.879
Saint Vincent and the Grenadines,2000,Americas,107.897
Saint Vincent and the Grenadines,2001,Americas,107.989
Saint Vincent and the Grenadines,2002,Americas,108.15
Saint Vincent and the Grenadines,2003,Americas,108.353
Saint Vincent and the Grenadines,2004,Americas,108.562
Saint Vincent and the Grenadines,2005,Americas,108.749
Saint Vincent and the Grenadines,2006,Americas,108.908
Trinidad and Tobago,1980,Americas,1085.308
Trinidad and Tobago,1981,Americas,1102.562
Trinidad and Tobago,1982,Americas,1120.61
Trinidad and Tobago,1983,Americas,1138.673
Trinidad and Tobago,1984,Americas,1155.701
Trinidad and Tobago,1985,Americas,1170.935
Trinidad and Tobago,1986,Americas,1184.053
Trinidad and Tobago,1987,Americas,1195.243
Trinidad and Tobago,1988,Americas,1204.89
Trinidad and Tobago,1989,Americas,1213.625
Trinidad and Tobago,1990,Americas,1221.904
Trinidad and Tobago,1991,Americas,1229.906
Trinidad and Tobago,1992,Americas,1237.486
Trinidad and Tobago,1993,Americas,1244.41
Trinidad and Tobago,1994,Americas,1250.316
Trinidad and Tobago,1995,Americas,1255.001
Trinidad and Tobago,1996,Americas,1258.365
Trinidad and Tobago,1997,Americas,1260.677
Trinidad and Tobago,1998,Americas,1262.544
Trinidad and Tobago,1999,Americas,1264.781
Trinidad and Tobago,2000,Americas,1267.98
Trinidad and Tobago,2001,Americas,1272.347
Trinidad and Tobago,2002,Americas,1277.723
Trinidad and Tobago,2003,Americas,1283.868
Trinidad and Tobago,2004,Americas,1290.379
Trinidad and Tobago,2005,Americas,1296.933
Trinidad and Tobago,2006,Americas,1303.478
Turks and Caicos Islands,1980,Americas,7.525
Turks and Caicos Islands,1981,Americas,7.855
Turks and Caicos Islands,1982,Americas,8.245
Turks and Caicos Islands,1983,Americas,8.671
Turks and Caicos Islands,1984,Americas,9.097
Turks and Caicos Islands,1985,Americas,9.502
Turks and Caicos Islands,1986,Americas,9.873
Turks and Caicos Islands,1987,Americas,10.224
Turks and Caicos Islands,1988,Americas,10.588
Turks and Caicos Islands,1989,Americas,11.019
Turks and Caicos Islands,1990,Americas,11.55
Turks and Caicos Islands,1991,Americas,12.205
Turks and Caicos Islands,1992,Americas,12.97
Turks and Caicos Islands,1993,Americas,13.793
Turks and Caicos Islands,1994,Americas,14.597
Turks and Caicos Islands,1995,Americas,15.334
Turks and Caicos Islands,1996,Americas,15.967
Turks and Caicos Islands,1997,Americas,16.527
Turks and Caicos Islands,1998,Americas,17.114
Turks and Caicos Islands,1999,Americas,17.866
Turks and Caicos Islands,2000,Americas,18.876
Turks and Caicos Islands,2001,Americas,20.186
Turks and Caicos Islands,2002,Americas,21.74
Turks and Caicos Islands,2003,Americas,23.412
Turks and Caicos Islands,2004,Americas,25.025
Turks and Caicos Islands,2005,Americas,26.45
Turks and Caicos Islands,2006,Americas,27.642
United States Virgin Islands,1980,Americas,98.423
United States Virgin Islands,1981,Americas,100.216
United States Virgin Islands,1982,Americas,101.827
United States Virgin Islands,1983,Americas,103.177
United States Virgin Islands,1984,Americas,104.146
United States Virgin Islands,1985,Americas,104.668
United States Virgin Islands,1986,Americas,104.698
United States Virgin Islands,1987,Americas,104.319
United States Virgin Islands,1988,Americas,103.761
United States Virgin Islands,1989,Americas,103.333
United States Virgin Islands,1990,Americas,103.253
United States Virgin Islands,1991,Americas,103.613
United States Virgin Islands,1992,Americas,104.342
United States Virgin Islands,1993,Americas,105.293
United States Virgin Islands,1994,Americas,106.241
United States Virgin Islands,1995,Americas,107.018
United States Virgin Islands,1996,Americas,107.589
United States Virgin Islands,1997,Americas,108.002
United States Virgin Islands,1998,Americas,108.271
United States Virgin Islands,1999,Americas,108.431
United States Virgin Islands,2000,Americas,108.511
United States Virgin Islands,2001,Americas,108.511
United States Virgin Islands,2002,Americas,108.422
United States Virgin Islands,2003,Americas,108.259
United States Virgin Islands,2004,Americas,108.034
United States Virgin Islands,2005,Americas,107.768
United States Virgin Islands,2006,Americas,107.458
Belize,1980,Americas,144.151
Belize,1981,Americas,147.566
Belize,1982,Americas,151.498
Belize,1983,Americas,155.82
Belize,1984,Americas,160.342
Belize,1985,Americas,164.916
Belize,1986,Americas,169.547
Belize,1987,Americas,174.25
Belize,1988,Americas,178.906
Belize,1989,Americas,183.368
Belize,1990,Americas,187.552
Belize,1991,Americas,191.368
Belize,1992,Americas,194.894
Belize,1993,Americas,198.42
Belize,1994,Americas,202.348
Belize,1995,Americas,206.962
Belize,1996,Americas,212.375
Belize,1997,Americas,218.484
Belize,1998,Americas,225.083
Belize,1999,Americas,231.86
Belize,2000,Americas,238.586
Belize,2001,Americas,245.198
Belize,2002,Americas,251.766
Belize,2003,Americas,258.346
Belize,2004,Americas,265.04
Belize,2005,Americas,271.92
Belize,2006,Americas,278.985
Costa Rica,1980,Americas,2348.427
Costa Rica,1981,Americas,2414.832
Costa Rica,1982,Americas,2483.355
Costa Rica,1983,Americas,2553.714
Costa Rica,1984,Americas,2625.561
Costa Rica,1985,Americas,2698.616
Costa Rica,1986,Americas,2772.823
Costa Rica,1987,Americas,2848.141
Costa Rica,1988,Americas,2924.348
Costa Rica,1989,Americas,3001.196
Costa Rica,1990,Americas,3078.551
Costa Rica,1991,Americas,3155.979
Costa Rica,1992,Americas,3233.568
Costa Rica,1993,Americas,3312.307
Costa Rica,1994,Americas,3393.575
Costa Rica,1995,Americas,3478.197
Costa Rica,1996,Americas,3566.605
Costa Rica,1997,Americas,3658.02
Costa Rica,1998,Americas,3750.585
Costa Rica,1999,Americas,3841.734
Costa Rica,2000,Americas,3929.588
Costa Rica,2001,Americas,4013.488
Costa Rica,2002,Americas,4093.84
Costa Rica,2003,Americas,4171.145
Costa Rica,2004,Americas,4246.336
Costa Rica,2005,Americas,4320.13
Costa Rica,2006,Americas,4392.493
El Salvador,1980,Americas,4660.556
El Salvador,1981,Americas,4734.486
El Salvador,1982,Americas,4804.671
El Salvador,1983,Americas,4872.098
El Salvador,1984,Americas,4938.109
El Salvador,1985,Americas,5003.828
El Salvador,1986,Americas,5068.961
El Salvador,1987,Americas,5133.598
El Salvador,1988,Americas,5199.613
El Salvador,1989,Americas,5269.378
El Salvador,1990,Americas,5344.226
El Salvador,1991,Americas,5425.293
El Salvador,1992,Americas,5511.138
El Salvador,1993,Americas,5597.322
El Salvador,1994,Americas,5677.743
El Salvador,1995,Americas,5748.013
El Salvador,1996,Americas,5806.75
El Salvador,1997,Americas,5855.226
El Salvador,1998,Americas,5895.018
El Salvador,1999,Americas,5928.809
El Salvador,2000,Americas,5958.794
El Salvador,2001,Americas,5985.299
El Salvador,2002,Americas,6008.308
El Salvador,2003,Americas,6029.366
El Salvador,2004,Americas,6050.297
El Salvador,2005,Americas,6072.538
El Salvador,2006,Americas,6096.692
Guatemala,1980,Americas,7001.101
Guatemala,1981,Americas,7176.504
Guatemala,1982,Americas,7357.73
Guatemala,1983,Americas,7543.343
Guatemala,1984,Americas,7731.21
Guatemala,1985,Americas,7919.874
Guatemala,1986,Americas,8108.903
Guatemala,1987,Americas,8299.07
Guatemala,1988,Americas,8491.594
Guatemala,1989,Americas,8688.24
Guatemala,1990,Americas,8890.329
Guatemala,1991,Americas,9098.613
Guatemala,1992,Americas,9312.915
Guatemala,1993,Americas,9532.55
Guatemala,1994,Americas,9756.398
Guatemala,1995,Americas,9983.861
Guatemala,1996,Americas,10214.623
Guatemala,1997,Americas,10449.636
Guatemala,1998,Americas,10691.09
Guatemala,1999,Americas,10941.913
Guatemala,2000,Americas,11204.183
Guatemala,2001,Americas,11478.984
Guatemala,2002,Americas,11765.738
Guatemala,2003,Americas,12062.835
Guatemala,2004,Americas,12367.8
Guatemala,2005,Americas,12678.919
Guatemala,2006,Americas,12995.374
Honduras,1980,Americas,3635.862
Honduras,1981,Americas,3750.85
Honduras,1982,Americas,3868.314
Honduras,1983,Americas,3988.404
Honduras,1984,Americas,4111.424
Honduras,1985,Americas,4237.518
Honduras,1986,Americas,4366.493
Honduras,1987,Americas,4497.954
Honduras,1988,Americas,4631.575
Honduras,1989,Americas,4766.961
Honduras,1990,Americas,4903.694
Honduras,1991,Americas,5041.781
Honduras,1992,Americas,5180.884
Honduras,1993,Americas,5319.841
Honduras,1994,Americas,5457.189
Honduras,1995,Americas,5591.935
Honduras,1996,Americas,5723.639
Honduras,1997,Americas,5852.719
Honduras,1998,Americas,5980.152
Honduras,1999,Americas,6107.385
Honduras,2000,Americas,6235.561
Honduras,2001,Americas,6365.04
Honduras,2002,Americas,6495.801
Honduras,2003,Americas,6628.171
Honduras,2004,Americas,6762.426
Honduras,2005,Americas,6898.825
Honduras,2006,Americas,7037.428
Nicaragua,1980,Americas,3250.47
Nicaragua,1981,Americas,3343.536
Nicaragua,1982,Americas,3437.017
Nicaragua,1983,Americas,3529.935
Nicaragua,1984,Americas,3621.067
Nicaragua,1985,Americas,3709.708
Nicaragua,1986,Americas,3794.923
Nicaragua,1987,Americas,3877.325
Nicaragua,1988,Americas,3959.636
Nicaragua,1989,Americas,4045.623
Nicaragua,1990,Americas,4137.788
Nicaragua,1991,Americas,4237.154
Nicaragua,1992,Americas,4342.319
Nicaragua,1993,Americas,4450.371
Nicaragua,1994,Americas,4557.125
Nicaragua,1995,Americas,4659.458
Nicaragua,1996,Americas,4756.631
Nicaragua,1997,Americas,4849.272
Nicaragua,1998,Americas,4937.32
Nicaragua,1999,Americas,5021.079
Nicaragua,2000,Americas,5100.92
Nicaragua,2001,Americas,5176.685
Nicaragua,2002,Americas,5248.577
Nicaragua,2003,Americas,5317.878
Nicaragua,2004,Americas,5386.299
Nicaragua,2005,Americas,5455.219
Nicaragua,2006,Americas,5524.927
Panama,1980,Americas,1990.062
Panama,1981,Americas,2038.073
Panama,1982,Americas,2086.331
Panama,1983,Americas,2134.88
Panama,1984,Americas,2183.773
Panama,1985,Americas,2233.064
Panama,1986,Americas,2282.798
Panama,1987,Americas,2333.008
Panama,1988,Americas,2383.722
Panama,1989,Americas,2434.964
Panama,1990,Americas,2486.776
Panama,1991,Americas,2539.14
Panama,1992,Americas,2592.117
Panama,1993,Americas,2645.922
Panama,1994,Americas,2700.823
Panama,1995,Americas,2757.004
Panama,1996,Americas,2814.525
Panama,1997,Americas,2873.288
Panama,1998,Americas,2933.1
Panama,1999,Americas,2993.685
Panama,2000,Americas,3054.812
Panama,2001,Americas,3116.409
Panama,2002,Americas,3178.45
Panama,2003,Americas,3240.805
Panama,2004,Americas,3303.335
Panama,2005,Americas,3365.929
Panama,2006,Americas,3428.509
Canada,1980,Americas,24511.056
Canada,1981,Americas,24763.8
Canada,1982,Americas,25012.782
Canada,1983,Americas,25267.944
Canada,1984,Americas,25542.032
Canada,1985,Americas,25843.476
Canada,1986,Americas,26176.653
Canada,1987,Americas,26537.301
Canada,1988,Americas,26914.365
Canada,1989,Americas,27291.856
Canada,1990,Americas,27657.79
Canada,1991,Americas,28009.467
Canada,1992,Americas,28349.228
Canada,1993,Americas,28676.325
Canada,1994,Americas,28991.24
Canada,1995,Americas,29294.899
Canada,1996,Americas,29586.368
Canada,1997,Americas,29866.502
Canada,1998,Americas,30140.562
Canada,1999,Americas,30415.664
Canada,2000,Americas,30697.425
Canada,2001,Americas,30986.788
Canada,2002,Americas,31283.746
Canada,2003,Americas,31591.631
Canada,2004,Americas,31914.08
Canada,2005,Americas,32253.092
Canada,2006,Americas,32610.984
Mexico,1980,Americas,70353.013
Mexico,1981,Americas,71916.281
Mexico,1982,Americas,73415.735
Mexico,1983,Americas,74880.326
Mexico,1984,Americas,76351.106
Mexico,1985,Americas,77859.344
Mexico,1986,Americas,79410.218
Mexico,1987,Americas,80999.175
Mexico,1988,Americas,82635.332
Mexico,1989,Americas,84326.921
Mexico,1990,Americas,86077.004
Mexico,1991,Americas,87890.094
Mexico,1992,Americas,89757.916
Mexico,1993,Americas,91653.826
Mexico,1994,Americas,93541.577
Mexico,1995,Americas,95392.647
Mexico,1996,Americas,97201.533
Mexico,1997,Americas,98968.558
Mexico,1998,Americas,100678.867
Mexico,1999,Americas,102316.781
Mexico,2000,Americas,103873.607
Mexico,2001,Americas,105339.877
Mexico,2002,Americas,106723.661
Mexico,2003,Americas,108056.312
Mexico,2004,Americas,109381.55
Mexico,2005,Americas,110731.826
Mexico,2006,Americas,112116.694
United States of America,1980,Americas,230176.361
United States of America,1981,Americas,232441.494
United States of America,1982,Americas,234742.529
United States of America,1983,Americas,237080.098
United States of America,1984,Americas,239455.612
United States of America,1985,Americas,241870.002
United States of America,1986,Americas,244328.858
United States of America,1987,Americas,246832.552
United States of America,1988,Americas,249371.28
United States of America,1989,Americas,251931.44
United States of America,1990,Americas,254506.647
United States of America,1991,Americas,257076.988
United States of America,1992,Americas,259652.287
United States of America,1993,Americas,262290.373
United States of America,1994,Americas,265070.064
United States of America,1995,Americas,268039.654
United States of America,1996,Americas,271231.546
United States of America,1997,Americas,274606.475
United States of America,1998,Americas,278053.607
United States of America,1999,Americas,281419.13
United States of America,2000,Americas,284594.395
United States of America,2001,Americas,287532.638
United States of America,2002,Americas,290270.187
United States of America,2003,Americas,292883.01
United States of America,2004,Americas,295487.267
United States of America,2005,Americas,298165.797
United States of America,2006,Americas,300942.917
Argentina,1980,Americas,28120.135
Argentina,1981,Americas,28550.123
Argentina,1982,Americas,28989.069
Argentina,1983,Americas,29435.404
Argentina,1984,Americas,29886.564
Argentina,1985,Americas,30340.419
Argentina,1986,Americas,30796.481
Argentina,1987,Americas,31254.574
Argentina,1988,Americas,31713.147
Argentina,1989,Americas,32170.407
Argentina,1990,Americas,32624.874
Argentina,1991,Americas,33075.194
Argentina,1992,Americas,33520.803
Argentina,1993,Americas,33961.947
Argentina,1994,Americas,34399.343
Argentina,1995,Americas,34833.168
Argentina,1996,Americas,35264.07
Argentina,1997,Americas,35690.778
Argentina,1998,Americas,36109.342
Argentina,1999,Americas,36514.558
Argentina,2000,Americas,36903.067
Argentina,2001,Americas,37273.361
Argentina,2002,Americas,37627.545
Argentina,2003,Americas,37970.411
Argentina,2004,Americas,38308.779
Argentina,2005,Americas,38647.854
Argentina,2006,Americas,38988.923
Bolivia,1980,Americas,5368.901
Bolivia,1981,Americas,5497.112
Bolivia,1982,Americas,5628.347
Bolivia,1983,Americas,5762.673
Bolivia,1984,Americas,5900.127
Bolivia,1985,Americas,6040.757
Bolivia,1986,Americas,6184.44
Bolivia,1987,Americas,6331.219
Bolivia,1988,Americas,6481.463
Bolivia,1989,Americas,6635.658
Bolivia,1990,Americas,6794.046
Bolivia,1991,Americas,6956.736
Bolivia,1992,Americas,7123.294
Bolivia,1993,Americas,7292.745
Bolivia,1994,Americas,7463.773
Bolivia,1995,Americas,7635.362
Bolivia,1996,Americas,7806.953
Bolivia,1997,Americas,7978.521
Bolivia,1998,Americas,8150.214
Bolivia,1999,Americas,8322.408
Bolivia,2000,Americas,8495.271
Bolivia,2001,Americas,8669.066
Bolivia,2002,Americas,8843.35
Bolivia,2003,Americas,9016.787
Bolivia,2004,Americas,9187.61
Bolivia,2005,Americas,9354.709
Bolivia,2006,Americas,9517.395
Brazil,1980,Americas,121740.438
Brazil,1981,Americas,124610.79
Brazil,1982,Americas,127525.42
Brazil,1983,Americas,130455.659
Brazil,1984,Americas,133364.277
Brazil,1985,Americas,136223.043
Brazil,1986,Americas,139023.394
Brazil,1987,Americas,141767.626
Brazil,1988,Americas,144452.622
Brazil,1989,Americas,147078.659
Brazil,1990,Americas,149648.341
Brazil,1991,Americas,152153.539
Brazil,1992,Americas,154597.985
Brazil,1993,Americas,157011.131
Brazil,1994,Americas,159432.909
Brazil,1995,Americas,161890.816
Brazil,1996,Americas,164392.423
Brazil,1997,Americas,166925.457
Brazil,1998,Americas,169472.347
Brazil,1999,Americas,172006.362
Brazil,2000,Americas,174504.898
Brazil,2001,Americas,176968.205
Brazil,2002,Americas,179393.768
Brazil,2003,Americas,181752.951
Brazil,2004,Americas,184010.283
Brazil,2005,Americas,186142.403
Brazil,2006,Americas,188134.315
Chile,1980,Americas,11192.384
Chile,1981,Americas,11363.219
Chile,1982,Americas,11543.263
Chile,1983,Americas,11731.654
Chile,1984,Americas,11926.647
Chile,1985,Americas,12126.956
Chile,1986,Americas,12331.704
Chile,1987,Americas,12541.298
Chile,1988,Americas,12757.095
Chile,1989,Americas,12981.032
Chile,1990,Americas,13213.93
Chile,1991,Americas,13456.476
Chile,1992,Americas,13706.485
Chile,1993,Americas,13958.378
Chile,1994,Americas,14204.726
Chile,1995,Americas,14440.103
Chile,1996,Americas,14662.323
Chile,1997,Americas,14872.458
Chile,1998,Americas,15072.409
Chile,1999,Americas,15265.536
Chile,2000,Americas,15454.402
Chile,2001,Americas,15639.289
Chile,2002,Americas,15819.522
Chile,2003,Americas,15995.658
Chile,2004,Americas,16168.241
Chile,2005,Americas,16337.749
Chile,2006,Americas,16504.53
Colombia,1980,Americas,26934.591
Colombia,1981,Americas,27550.172
Colombia,1982,Americas,28173.493
Colombia,1983,Americas,28803.276
Colombia,1984,Americas,29438.03
Colombia,1985,Americas,30076.525
Colombia,1986,Americas,30718.127
Colombia,1987,Americas,31362.479
Colombia,1988,Americas,32009.024
Colombia,1989,Americas,32657.292
Colombia,1990,Americas,33306.941
Colombia,1991,Americas,33957.286
Colombia,1992,Americas,34608.171
Colombia,1993,Americas,35260.456
Colombia,1994,Americas,35915.434
Colombia,1995,Americas,36573.895
Colombia,1996,Americas,37236.124
Colombia,1997,Americas,37901.358
Colombia,1998,Americas,38568.056
Colombia,1999,Americas,39234.115
Colombia,2000,Americas,39897.984
Colombia,2001,Americas,40558.648
Colombia,2002,Americas,41216.304
Colombia,2003,Americas,41872.051
Colombia,2004,Americas,42527.623
Colombia,2005,Americas,43184.026
Colombia,2006,Americas,43841.37
Ecuador,1980,Americas,7909.432
Ecuador,1981,Americas,8113.2
Ecuador,1982,Americas,8319.351
Ecuador,1983,Americas,8528.791
Ecuador,1984,Americas,8742.761
Ecuador,1985,Americas,8962.049
Ecuador,1986,Americas,9186.995
Ecuador,1987,Americas,9417.031
Ecuador,1988,Americas,9650.906
Ecuador,1989,Americas,9886.866
Ecuador,1990,Americas,10123.593
Ecuador,1991,Americas,10360.63
Ecuador,1992,Americas,10598.168
Ecuador,1993,Americas,10836.327
Ecuador,1994,Americas,11075.454
Ecuador,1995,Americas,11315.8
Ecuador,1996,Americas,11557.151
Ecuador,1997,Americas,11799.289
Ecuador,1998,Americas,12042.454
Ecuador,1999,Americas,12286.995
Ecuador,2000,Americas,12533.087
Ecuador,2001,Americas,12780.869
Ecuador,2002,Americas,13030.041
Ecuador,2003,Americas,13279.806
Ecuador,2004,Americas,13529.091
Ecuador,2005,Americas,13777.131
Ecuador,2006,Americas,14023.503
French Guiana,1980,Americas,67.801
French Guiana,1981,Americas,70.883
French Guiana,1982,Americas,74.317
French Guiana,1983,Americas,78.177
French Guiana,1984,Americas,82.55
French Guiana,1985,Americas,87.475
French Guiana,1986,Americas,93.021
French Guiana,1987,Americas,99.099
French Guiana,1988,Americas,105.393
French Guiana,1989,Americas,111.473
French Guiana,1990,Americas,117.039
French Guiana,1991,Americas,121.98
French Guiana,1992,Americas,126.408
French Guiana,1993,Americas,130.516
French Guiana,1994,Americas,134.609
French Guiana,1995,Americas,138.921
French Guiana,1996,Americas,143.455
French Guiana,1997,Americas,148.176
French Guiana,1998,Americas,153.234
French Guiana,1999,Americas,158.806
French Guiana,2000,Americas,164.993
French Guiana,2001,Americas,171.899
French Guiana,2002,Americas,179.433
French Guiana,2003,Americas,187.255
French Guiana,2004,Americas,194.893
French Guiana,2005,Americas,202.01
French Guiana,2006,Americas,208.479
Guyana,1980,Americas,776.927
Guyana,1981,Americas,775.662
Guyana,1982,Americas,771.596
Guyana,1983,Americas,765.512
Guyana,1984,Americas,758.58
Guyana,1985,Americas,751.72
Guyana,1986,Americas,745.133
Guyana,1987,Americas,738.779
Guyana,1988,Americas,733.057
Guyana,1989,Americas,728.382
Guyana,1990,Americas,725.043
Guyana,1991,Americas,723.259
Guyana,1992,Americas,723.008
Guyana,1993,Americas,724.014
Guyana,1994,Americas,725.839
Guyana,1995,Americas,728.136
Guyana,1996,Americas,730.865
Guyana,1997,Americas,734.059
Guyana,1998,Americas,737.526
Guyana,1999,Americas,741.046
Guyana,2000,Americas,744.471
Guyana,2001,Americas,747.657
Guyana,2002,Americas,750.629
Guyana,2003,Americas,753.612
Guyana,2004,Americas,756.939
Guyana,2005,Americas,760.834
Guyana,2006,Americas,765.367
Paraguay,1980,Americas,3198.848
Paraguay,1981,Americas,3291.955
Paraguay,1982,Americas,3390.101
Paraguay,1983,Americas,3492.295
Paraguay,1984,Americas,3597.135
Paraguay,1985,Americas,3703.512
Paraguay,1986,Americas,3811.042
Paraguay,1987,Americas,3919.708
Paraguay,1988,Americas,4029.203
Paraguay,1989,Americas,4139.286
Paraguay,1990,Americas,4249.747
Paraguay,1991,Americas,4360.358
Paraguay,1992,Americas,4470.934
Paraguay,1993,Americas,4581.39
