Country,Year,Region,Population
Paraguay,1994,Americas,4691.695
Paraguay,1995,Americas,4801.834
Paraguay,1996,Americas,4911.701
Paraguay,1997,Americas,5021.271
Paraguay,1998,Americas,5130.723
Paraguay,1999,Americas,5240.321
Paraguay,2000,Americas,5350.253
Paraguay,2001,Americas,5460.621
Paraguay,2002,Americas,5571.371
Paraguay,2003,Americas,5682.35
Paraguay,2004,Americas,5793.33
Paraguay,2005,Americas,5904.17
Paraguay,2006,Americas,6014.781
Peru,1980,Americas,17328.542
Peru,1981,Americas,17766.418
Peru,1982,Americas,18203.502
Peru,1983,Americas,18641.054
Peru,1984,Americas,19081.183
Peru,1985,Americas,19525.2
Peru,1986,Americas,19973.258
Peru,1987,Americas,20424.055
Peru,1988,Americas,20875.714
Peru,1989,Americas,21325.69
Peru,1990,Americas,21772.035
Peru,1991,Americas,22213.359
Peru,1992,Americas,22649.612
Peru,1993,Americas,23081.735
Peru,1994,Americas,23511.358
Peru,1995,Americas,23939.261
Peru,1996,Americas,24365.985
Peru,1997,Americas,24789.855
Peru,1998,Americas,25206.817
Peru,1999,Americas,25611.482
Peru,2000,Americas,26000.08
Peru,2001,Americas,26372.358
Peru,2002,Americas,26729.909
Peru,2003,Americas,27073.334
Peru,2004,Americas,27403.845
Peru,2005,Americas,27723.281
Peru,2006,Americas,28030.688
Suriname,1980,Americas,365.616
Suriname,1981,Americas,366.637
Suriname,1982,Americas,367.895
Suriname,1983,Americas,369.654
Suriname,1984,Americas,372.272
Suriname,1985,Americas,375.979
Suriname,1986,Americas,380.89
Suriname,1987,Americas,386.852
Suriname,1988,Americas,393.483
Suriname,1989,Americas,400.251
Suriname,1990,Americas,406.764
Suriname,1991,Americas,412.884
Suriname,1992,Americas,418.7
Suriname,1993,Americas,424.326
Suriname,1994,Americas,429.968
Suriname,1995,Americas,435.776
Suriname,1996,Americas,441.734
Suriname,1997,Americas,447.771
Suriname,1998,Americas,453.92
Suriname,1999,Americas,460.215
Suriname,2000,Americas,466.668
Suriname,2001,Americas,473.312
Suriname,2002,Americas,480.099
Suriname,2003,Americas,486.867
Suriname,2004,Americas,493.394
Suriname,2005,Americas,499.523
Suriname,2006,Americas,505.186
Uruguay,1980,Americas,2915.735
Uruguay,1981,Americas,2934.985
Uruguay,1982,Americas,2954.236
Uruguay,1983,Americas,2973.436
Uruguay,1984,Americas,2992.644
Uruguay,1985,Americas,3011.918
Uruguay,1986,Americas,3031.053
Uruguay,1987,Americas,3049.987
Uruguay,1988,Americas,3069.112
Uruguay,1989,Americas,3088.98
Uruguay,1990,Americas,3109.941
Uruguay,1991,Americas,3131.936
Uruguay,1992,Americas,3154.657
Uruguay,1993,Americas,3177.867
Uruguay,1994,Americas,3201.235
Uruguay,1995,Americas,3224.383
Uruguay,1996,Americas,3247.585
Uruguay,1997,Americas,3270.549
Uruguay,1998,Americas,3291.677
Uruguay,1999,Americas,3308.884
Uruguay,2000,Americas,3320.841
Uruguay,2001,Americas,3326.762
Uruguay,2002,Americas,3327.5
Uruguay,2003,Americas,3325.411
Uruguay,2004,Americas,3323.822
Uruguay,2005,Americas,3325.155
Uruguay,2006,Americas,3330.217
Venezuela (Bolivarian Republic of),1980,Americas,15096.432
Venezuela (Bolivarian Republic of),1981,Americas,15549.525
Venezuela (Bolivarian Republic of),1982,Americas,15990.376
Venezuela (Bolivarian Republic of),1983,Americas,16426.198
Venezuela (Bolivarian Republic of),1984,Americas,16867.806
Venezuela (Bolivarian Republic of),1985,Americas,17322.754
Venezuela (Bolivarian Republic of),1986,Americas,17793.283
Venezuela (Bolivarian Republic of),1987,Americas,18275.997
Venezuela (Bolivarian Republic of),1988,Americas,18766.017
Venezuela (Bolivarian Republic of),1989,Americas,19256.06
Venezuela (Bolivarian Republic of),1990,Americas,19740.786
Venezuela (Bolivarian Republic of),1991,Americas,20218.813
Venezuela (Bolivarian Republic of),1992,Americas,20691.641
Venezuela (Bolivarian Republic of),1993,Americas,21160.262
Venezuela (Bolivarian Republic of),1994,Americas,21626.607
Venezuela (Bolivarian Republic of),1995,Americas,22092.144
Venezuela (Bolivarian Republic of),1996,Americas,22556.838
Venezuela (Bolivarian Republic of),1997,Americas,23020.184
Venezuela (Bolivarian Republic of),1998,Americas,23482.7
Venezuela (Bolivarian Republic of),1999,Americas,23945.002
Venezuela (Bolivarian Republic of),2000,Americas,24407.553
Venezuela (Bolivarian Republic of),2001,Americas,24870.441
Venezuela (Bolivarian Republic of),2002,Americas,25333.622
Venezuela (Bolivarian Republic of),2003,Americas,25797.219
Venezuela (Bolivarian Republic of),2004,Americas,26261.326
Venezuela (Bolivarian Republic of),2005,Americas,26725.897
Venezuela (Bolivarian Republic of),2006,Americas,27190.882
Armenia,1980,Asia,3096.298
Armenia,1981,Asia,3145.885
Armenia,1982,Asia,3192.877
Armenia,1983,Asia,3239.212
Armenia,1984,Asia,3287.588
Armenia,1985,Asia,3339.147
Armenia,1986,Asia,3396.511
Armenia,1987,Asia,3457.054
Armenia,1988,Asia,3510.439
Armenia,1989,Asia,3542.72
Armenia,1990,Asia,3544.695
Armenia,1991,Asia,3511.912
Armenia,1992,Asia,3449.497
Armenia,1993,Asia,3369.673
Armenia,1994,Asia,3289.943
Armenia,1995,Asia,3223.173
Armenia,1996,Asia,3173.425
Armenia,1997,Asia,3137.652
Armenia,1998,Asia,3112.958
Armenia,1999,Asia,3093.82
Armenia,2000,Asia,3076.098
Armenia,2001,Asia,3059.96
Armenia,2002,Asia,3047.002
Armenia,2003,Asia,3036.032
Armenia,2004,Asia,3025.652
Armenia,2005,Asia,3014.917
Armenia,2006,Asia,3002.911
Azerbaijan,1980,Asia,6163.99
Azerbaijan,1981,Asia,6261.942
Azerbaijan,1982,Asia,6362.289
Azerbaijan,1983,Asia,6464.775
Azerbaijan,1984,Asia,6568.857
Azerbaijan,1985,Asia,6674.107
Azerbaijan,1986,Asia,6779.97
Azerbaijan,1987,Asia,6886.428
Azerbaijan,1988,Asia,6994.139
Azerbaijan,1989,Asia,7104.058
Azerbaijan,1990,Asia,7216.503
Azerbaijan,1991,Asia,7332.519
Azerbaijan,1992,Asia,7450.92
Azerbaijan,1993,Asia,7567.156
Azerbaijan,1994,Asia,7675.128
Azerbaijan,1995,Asia,7770.806
Azerbaijan,1996,Asia,7852.273
Azerbaijan,1997,Asia,7921.745
Azerbaijan,1998,Asia,7984.46
Azerbaijan,1999,Asia,8047.936
Azerbaijan,2000,Asia,8117.742
Azerbaijan,2001,Asia,8195.427
Azerbaijan,2002,Asia,8279.768
Azerbaijan,2003,Asia,8370.169
Azerbaijan,2004,Asia,8465.127
Azerbaijan,2005,Asia,8563.398
Azerbaijan,2006,Asia,8665.006
Georgia,1980,Asia,5073.241
Georgia,1981,Asia,5111.792
Georgia,1982,Asia,5151.85
Georgia,1983,Asia,5194.091
Georgia,1984,Asia,5239.352
Georgia,1985,Asia,5287.328
Georgia,1986,Asia,5340.061
Georgia,1987,Asia,5394.998
Georgia,1988,Asia,5441.772
Georgia,1989,Asia,5466.61
Georgia,1990,Asia,5460.309
Georgia,1991,Asia,5418.449
Georgia,1992,Asia,5345.625
Georgia,1993,Asia,5252.851
Georgia,1994,Asia,5156.08
Georgia,1995,Asia,5067.143
Georgia,1996,Asia,4990.097
Georgia,1997,Asia,4922.489
Georgia,1998,Asia,4861.848
Georgia,1999,Asia,4803.312
Georgia,2000,Asia,4743.591
Georgia,2001,Asia,4682.29
Georgia,2002,Asia,4621.837
Georgia,2003,Asia,4564.938
Georgia,2004,Asia,4515.28
Georgia,2005,Asia,4475.306
Georgia,2006,Asia,4446.032
Kazakhstan,1980,Asia,14518.924
Kazakhstan,1981,Asia,14683.789
Kazakhstan,1982,Asia,14853.993
Kazakhstan,1983,Asia,15030.495
Kazakhstan,1984,Asia,15214.051
Kazakhstan,1985,Asia,15403.006
Kazakhstan,1986,Asia,15600.928
Kazakhstan,1987,Asia,15801.753
Kazakhstan,1988,Asia,15982.51
Kazakhstan,1989,Asia,16112.868
Kazakhstan,1990,Asia,16171.9
Kazakhstan,1991,Asia,16154.66
Kazakhstan,1992,Asia,16070.184
Kazakhstan,1993,Asia,15929.712
Kazakhstan,1994,Asia,15750.801
Kazakhstan,1995,Asia,15549.632
Kazakhstan,1996,Asia,15326.132
Kazakhstan,1997,Asia,15085.965
Kazakhstan,1998,Asia,14858.241
Kazakhstan,1999,Asia,14679.568
Kazakhstan,2000,Asia,14575.644
Kazakhstan,2001,Asia,14559.255
Kazakhstan,2002,Asia,14623.188
Kazakhstan,2003,Asia,14747.754
Kazakhstan,2004,Asia,14902.452
Kazakhstan,2005,Asia,15064.088
Kazakhstan,2006,Asia,15227.211
Kyrgyzstan,1980,Asia,3627.499
Kyrgyzstan,1981,Asia,3700.312
Kyrgyzstan,1982,Asia,3775.764
Kyrgyzstan,1983,Asia,3853.514
Kyrgyzstan,1984,Asia,3933.002
Kyrgyzstan,1985,Asia,4013.498
Kyrgyzstan,1986,Asia,4095.873
Kyrgyzstan,1987,Asia,4179.484
Kyrgyzstan,1988,Asia,4260.325
Kyrgyzstan,1989,Asia,4333.114
Kyrgyzstan,1990,Asia,4394.502
Kyrgyzstan,1991,Asia,4441.582
Kyrgyzstan,1992,Asia,4476.402
Kyrgyzstan,1993,Asia,4506.563
Kyrgyzstan,1994,Asia,4542.747
Kyrgyzstan,1995,Asia,4592.135
Kyrgyzstan,1996,Asia,4658.815
Kyrgyzstan,1997,Asia,4739.263
Kyrgyzstan,1998,Asia,4823.87
Kyrgyzstan,1999,Asia,4898.865
Kyrgyzstan,2000,Asia,4954.85
Kyrgyzstan,2001,Asia,4988.162
Kyrgyzstan,2002,Asia,5003.394
Kyrgyzstan,2003,Asia,5009.453
Kyrgyzstan,2004,Asia,5019.31
Kyrgyzstan,2005,Asia,5042.381
Kyrgyzstan,2006,Asia,5081.62
Tajikistan,1980,Asia,3917.642
Tajikistan,1981,Asia,4030.104
Tajikistan,1982,Asia,4146.923
Tajikistan,1983,Asia,4269.775
Tajikistan,1984,Asia,4400.743
Tajikistan,1985,Asia,4540.688
Tajikistan,1986,Asia,4690.913
Tajikistan,1987,Asia,4849.253
Tajikistan,1988,Asia,5008.827
Tajikistan,1989,Asia,5160.375
Tajikistan,1990,Asia,5297.286
Tajikistan,1991,Asia,5417.554
Tajikistan,1992,Asia,5523.207
Tajikistan,1993,Asia,5616.797
Tajikistan,1994,Asia,5702.611
Tajikistan,1995,Asia,5784.33
Tajikistan,1996,Asia,5862.347
Tajikistan,1997,Asia,5937.177
Tajikistan,1998,Asia,6012.933
Tajikistan,1999,Asia,6094.661
Tajikistan,2000,Asia,6186.152
Tajikistan,2001,Asia,6289.34
Tajikistan,2002,Asia,6404.118
Tajikistan,2003,Asia,6529.609
Tajikistan,2004,Asia,6663.929
Tajikistan,2005,Asia,6805.655
Tajikistan,2006,Asia,6954.522
Turkmenistan,1980,Asia,2861
Turkmenistan,1981,Asia,2931.343
Turkmenistan,1982,Asia,3002.785
Turkmenistan,1983,Asia,3075.867
Turkmenistan,1984,Asia,3151.262
Turkmenistan,1985,Asia,3229.499
Turkmenistan,1986,Asia,3310.059
Turkmenistan,1987,Asia,3392.823
Turkmenistan,1988,Asia,3479.088
Turkmenistan,1989,Asia,3570.558
Turkmenistan,1990,Asia,3668
Turkmenistan,1991,Asia,3772.35
Turkmenistan,1992,Asia,3881.973
Turkmenistan,1993,Asia,3991.917
Turkmenistan,1994,Asia,4095.512
Turkmenistan,1995,Asia,4188.01
Turkmenistan,1996,Asia,4267.69
Turkmenistan,1997,Asia,4335.991
Turkmenistan,1998,Asia,4395.293
Turkmenistan,1999,Asia,4449.427
Turkmenistan,2000,Asia,4501.419
Turkmenistan,2001,Asia,4551.762
Turkmenistan,2002,Asia,4600.171
Turkmenistan,2003,Asia,4648.037
Turkmenistan,2004,Asia,4696.876
Turkmenistan,2005,Asia,4747.839
Turkmenistan,2006,Asia,4801.595
Uzbekistan,1980,Asia,16026.812
Uzbekistan,1981,Asia,16454.356
Uzbekistan,1982,Asia,16889.45
Uzbekistan,1983,Asia,17331.39
Uzbekistan,1984,Asia,17778.956
Uzbekistan,1985,Asia,18231.176
Uzbekistan,1986,Asia,18686.358
Uzbekistan,1987,Asia,19144.237
Uzbekistan,1988,Asia,19606.739
Uzbekistan,1989,Asia,20076.683
Uzbekistan,1990,Asia,20555.113
Uzbekistan,1991,Asia,21042.262
Uzbekistan,1992,Asia,21534.297
Uzbekistan,1993,Asia,22023.116
Uzbekistan,1994,Asia,22498.069
Uzbekistan,1995,Asia,22950.898
Uzbekistan,1996,Asia,23381.25
Uzbekistan,1997,Asia,23789.736
Uzbekistan,1998,Asia,24170.76
Uzbekistan,1999,Asia,24517.962
Uzbekistan,2000,Asia,24828.562
Uzbekistan,2001,Asia,25098.636
Uzbekistan,2002,Asia,25334.021
Uzbekistan,2003,Asia,25553.928
Uzbekistan,2004,Asia,25784.397
Uzbekistan,2005,Asia,26044.401
Uzbekistan,2006,Asia,26340.696
Brunei Darussalam,1980,Asia,193.049
Brunei Darussalam,1981,Asia,199.128
Brunei Darussalam,1982,Asia,205.053
Brunei Darussalam,1983,Asia,210.925
Brunei Darussalam,1984,Asia,216.885
Brunei Darussalam,1985,Asia,223.041
Brunei Darussalam,1986,Asia,229.413
Brunei Darussalam,1987,Asia,235.982
Brunei Darussalam,1988,Asia,242.758
Brunei Darussalam,1989,Asia,249.743
Brunei Darussalam,1990,Asia,256.929
Brunei Darussalam,1991,Asia,264.332
Brunei Darussalam,1992,Asia,271.935
Brunei Darussalam,1993,Asia,279.652
Brunei Darussalam,1994,Asia,287.37
Brunei Darussalam,1995,Asia,295.003
Brunei Darussalam,1996,Asia,302.511
Brunei Darussalam,1997,Asia,309.904
Brunei Darussalam,1998,Asia,317.214
Brunei Darussalam,1999,Asia,324.501
Brunei Darussalam,2000,Asia,331.801
Brunei Darussalam,2001,Asia,339.114
Brunei Darussalam,2002,Asia,346.407
Brunei Darussalam,2003,Asia,353.649
Brunei Darussalam,2004,Asia,360.797
Brunei Darussalam,2005,Asia,367.815
Brunei Darussalam,2006,Asia,374.697
Cambodia,1980,Asia,6699.273
Cambodia,1981,Asia,6761.653
Cambodia,1982,Asia,6943.097
Cambodia,1983,Asia,7207.649
Cambodia,1984,Asia,7499.331
Cambodia,1985,Asia,7777.235
Cambodia,1986,Asia,8030.211
Cambodia,1987,Asia,8271.042
Cambodia,1988,Asia,8510.817
Cambodia,1989,Asia,8768.664
Cambodia,1990,Asia,9057.339
Cambodia,1991,Asia,9378.185
Cambodia,1992,Asia,9721.775
Cambodia,1993,Asia,10077.404
Cambodia,1994,Asia,10430.268
Cambodia,1995,Asia,10769.198
Cambodia,1996,Asia,11090.611
Cambodia,1997,Asia,11395.958
Cambodia,1998,Asia,11685.332
Cambodia,1999,Asia,11960.467
Cambodia,2000,Asia,12222.871
Cambodia,2001,Asia,12472.586
Cambodia,2002,Asia,12709.336
Cambodia,2003,Asia,12934.369
Cambodia,2004,Asia,13149.386
Cambodia,2005,Asia,13356.424
Cambodia,2006,Asia,13555.054
China,1980,Asia,984015.677
China,1981,Asia,998075.246
China,1982,Asia,1012533.792
China,1983,Asia,1027787.912
China,1984,Asia,1044293.499
China,1985,Asia,1062299.217
China,1986,Asia,1082028.485
China,1987,Asia,1103201.96
China,1988,Asia,1124927.784
China,1989,Asia,1145975.504
China,1990,Asia,1165428.967
China,1991,Asia,1183008.409
China,1992,Asia,1198875.063
China,1993,Asia,1213103.674
China,1994,Asia,1225921.585
China,1995,Asia,1237531.429
China,1996,Asia,1247897.092
China,1997,Asia,1257021.784
China,1998,Asia,1265222.536
China,1999,Asia,1272915.272
China,2000,Asia,1280428.583
China,2001,Asia,1287890.449
China,2002,Asia,1295322.02
China,2003,Asia,1302810.258
China,2004,Asia,1310414.386
China,2005,Asia,1318176.835
China,2006,Asia,1326146.433
Indonesia,1980,Asia,145494.452
Indonesia,1981,Asia,148872.395
Indonesia,1982,Asia,152280.731
Indonesia,1983,Asia,155698.247
Indonesia,1984,Asia,159097.735
Indonesia,1985,Asia,162458.871
Indonesia,1986,Asia,165772.077
Indonesia,1987,Asia,169039.084
Indonesia,1988,Asia,172265.107
Indonesia,1989,Asia,175460.614
Indonesia,1990,Asia,178633.239
Indonesia,1991,Asia,181786.329
Indonesia,1992,Asia,184916.848
Indonesia,1993,Asia,188019.278
Indonesia,1994,Asia,191085.673
Indonesia,1995,Asia,194112.556
Indonesia,1996,Asia,197097.887
Indonesia,1997,Asia,200050.444
Indonesia,1998,Asia,202990.922
Indonesia,1999,Asia,205946.831
Indonesia,2000,Asia,208938.698
Indonesia,2001,Asia,211970.371
Indonesia,2002,Asia,215038.285
Indonesia,2003,Asia,218145.617
Indonesia,2004,Asia,221293.797
Indonesia,2005,Asia,224480.901
Indonesia,2006,Asia,227709.821
Japan,1980,Asia,115912.104
Japan,1981,Asia,116821.569
Japan,1982,Asia,117708.919
Japan,1983,Asia,118552.097
Japan,1984,Asia,119318.921
Japan,1985,Asia,119988.663
Japan,1986,Asia,120551.455
Japan,1987,Asia,121021.83
Japan,1988,Asia,121432.942
Japan,1989,Asia,121831.143
Japan,1990,Asia,122249.285
Japan,1991,Asia,122702.527
Japan,1992,Asia,123180.357
Japan,1993,Asia,123658.854
Japan,1994,Asia,124101.546
Japan,1995,Asia,124483.305
Japan,1996,Asia,124794.906
Japan,1997,Asia,125048.712
Japan,1998,Asia,125266.855
Japan,1999,Asia,125481.436
Japan,2000,Asia,125714.674
Japan,2001,Asia,125973.93
Japan,2002,Asia,126249.09
Japan,2003,Asia,126523.597
Japan,2004,Asia,126772.899
Japan,2005,Asia,126978.754
Japan,2006,Asia,127136.02
Lao People's Democratic Republic,1980,Asia,3250.924
Lao People's Democratic Republic,1981,Asia,3315.725
Lao People's Democratic Republic,1982,Asia,3393.25
Lao People's Democratic Republic,1983,Asia,3481.583
Lao People's Democratic Republic,1984,Asia,3577.281
Lao People's Democratic Republic,1985,Asia,3677.692
Lao People's Democratic Republic,1986,Asia,3782.195
Lao People's Democratic Republic,1987,Asia,3891.34
Lao People's Democratic Republic,1988,Asia,4004.881
Lao People's Democratic Republic,1989,Asia,4122.737
Lao People's Democratic Republic,1990,Asia,4244.52
Lao People's Democratic Republic,1991,Asia,4369.94
Lao People's Democratic Republic,1992,Asia,4497.827
Lao People's Democratic Republic,1993,Asia,4625.861
Lao People's Democratic Republic,1994,Asia,4751.142
Lao People's Democratic Republic,1995,Asia,4871.472
Lao People's Democratic Republic,1996,Asia,4986.592
Lao People's Democratic Republic,1997,Asia,5096.724
Lao People's Democratic Republic,1998,Asia,5200.898
Lao People's Democratic Republic,1999,Asia,5298.146
Lao People's Democratic Republic,2000,Asia,5388.281
Lao People's Democratic Republic,2001,Asia,5470.169
Lao People's Democratic Republic,2002,Asia,5545.245
Lao People's Democratic Republic,2003,Asia,5619.069
Lao People's Democratic Republic,2004,Asia,5699.112
Lao People's Democratic Republic,2005,Asia,5790.646
Lao People's Democratic Republic,2006,Asia,5895.93
Macao Special Aadministrative Region of China,1980,Asia,246.236
Macao Special Aadministrative Region of China,1981,Asia,252.258
Macao Special Aadministrative Region of China,1982,Asia,260.921
Macao Special Aadministrative Region of China,1983,Asia,271.674
Macao Special Aadministrative Region of China,1984,Asia,283.672
Macao Special Aadministrative Region of China,1985,Asia,296.222
Macao Special Aadministrative Region of China,1986,Asia,309.226
Macao Special Aadministrative Region of China,1987,Asia,322.655
Macao Special Aadministrative Region of China,1988,Asia,335.952
Macao Special Aadministrative Region of China,1989,Asia,348.467
Macao Special Aadministrative Region of China,1990,Asia,359.735
Macao Special Aadministrative Region of China,1991,Asia,369.484
Macao Special Aadministrative Region of China,1992,Asia,377.799
Macao Special Aadministrative Region of China,1993,Asia,385.041
Macao Special Aadministrative Region of China,1994,Asia,391.783
Macao Special Aadministrative Region of China,1995,Asia,398.459
Macao Special Aadministrative Region of China,1996,Asia,405.231
Macao Special Aadministrative Region of China,1997,Asia,412.031
Macao Special Aadministrative Region of China,1998,Asia,418.81
Macao Special Aadministrative Region of China,1999,Asia,425.448
Macao Special Aadministrative Region of China,2000,Asia,431.907
Macao Special Aadministrative Region of China,2001,Asia,438.08
Macao Special Aadministrative Region of China,2002,Asia,444.15
Macao Special Aadministrative Region of China,2003,Asia,450.711
Macao Special Aadministrative Region of China,2004,Asia,458.542
Macao Special Aadministrative Region of China,2005,Asia,468.149
Macao Special Aadministrative Region of China,2006,Asia,479.808
Malaysia,1980,Asia,13833.739
Malaysia,1981,Asia,14180.093
Malaysia,1982,Asia,14543.585
Malaysia,1983,Asia,14926.976
Malaysia,1984,Asia,15333.369
Malaysia,1985,Asia,15764.34
Malaysia,1986,Asia,16221.767
Malaysia,1987,Asia,16703.5
Malaysia,1988,Asia,17202.032
Malaysia,1989,Asia,17707.064
Malaysia,1990,Asia,18211.097
Malaysia,1991,Asia,18709.963
Malaysia,1992,Asia,19205.112
Malaysia,1993,Asia,19701.41
Malaysia,1994,Asia,20206.546
Malaysia,1995,Asia,20725.374
Malaysia,1996,Asia,21259.831
Malaysia,1997,Asia,21805.835
Malaysia,1998,Asia,22355.057
Malaysia,1999,Asia,22896.048
Malaysia,2000,Asia,23420.751
Malaysia,2001,Asia,23925.742
Malaysia,2002,Asia,24413.795
Malaysia,2003,Asia,24890.654
Malaysia,2004,Asia,25365.089
Malaysia,2005,Asia,25843.466
Malaysia,2006,Asia,26327.098
Mongolia,1980,Asia,1689.621
Mongolia,1981,Asia,1733.477
Mongolia,1982,Asia,1777.724
Mongolia,1983,Asia,1823.211
Mongolia,1984,Asia,1871.083
Mongolia,1985,Asia,1921.881
Mongolia,1986,Asia,1976.309
Mongolia,1987,Asia,2033.347
Mongolia,1988,Asia,2089.721
Mongolia,1989,Asia,2141.016
Mongolia,1990,Asia,2184.159
Mongolia,1991,Asia,2217.937
Mongolia,1992,Asia,2243.525
Mongolia,1993,Asia,2263.224
Mongolia,1994,Asia,2280.519
Mongolia,1995,Asia,2298.063
Mongolia,1996,Asia,2316.598
Mongolia,1997,Asia,2335.723
Mongolia,1998,Asia,2355.618
Mongolia,1999,Asia,2376.197
Mongolia,2000,Asia,2397.473
Mongolia,2001,Asia,2419.669
Mongolia,2002,Asia,2443.231
Mongolia,2003,Asia,2468.595
Mongolia,2004,Asia,2496.248
Mongolia,2005,Asia,2526.502
Mongolia,2006,Asia,2559.496
Myanmar,1980,Asia,34474.755
Myanmar,1981,Asia,35288.662
Myanmar,1982,Asia,36114.948
Myanmar,1983,Asia,36942.428
Myanmar,1984,Asia,37756.446
Myanmar,1985,Asia,38546.211
Myanmar,1986,Asia,39307.611
Myanmar,1987,Asia,40042.444
Myanmar,1988,Asia,40753.329
Myanmar,1989,Asia,41445.433
Myanmar,1990,Asia,42123.003
Myanmar,1991,Asia,42782.387
Myanmar,1992,Asia,43422.423
Myanmar,1993,Asia,44052.71
Myanmar,1994,Asia,44686.091
Myanmar,1995,Asia,45329.862
Myanmar,1996,Asia,45991.828
Myanmar,1997,Asia,46664.455
Myanmar,1998,Asia,47321.204
Myanmar,1999,Asia,47925.63
Myanmar,2000,Asia,48453
Myanmar,2001,Asia,48894.203
Myanmar,2002,Asia,49261.313
Myanmar,2003,Asia,49577.152
Myanmar,2004,Asia,49875.169
Myanmar,2005,Asia,50181.02
Myanmar,2006,Asia,50500.07
Philippines,1980,Asia,47398.432
Philippines,1981,Asia,48716.422
Philippines,1982,Asia,50067.906
Philippines,1983,Asia,51453.251
Philippines,1984,Asia,52872.611
Philippines,1985,Asia,54324.952
Philippines,1986,Asia,55811.616
Philippines,1987,Asia,57329.415
Philippines,1988,Asia,58867.229
Philippines,1989,Asia,60410.438
Philippines,1990,Asia,61948.688
Philippines,1991,Asia,63476.449
Philippines,1992,Asia,64996.507
Philippines,1993,Asia,66517.085
Philippines,1994,Asia,68050.807
Philippines,1995,Asia,69606.539
Philippines,1996,Asia,71184.718
Philippines,1997,Asia,72780.928
Philippines,1998,Asia,74393.147
Philippines,1999,Asia,76018.006
Philippines,2000,Asia,77651.848
Philippines,2001,Asia,79297.756
Philippines,2002,Asia,80953.652
Philippines,2003,Asia,82604.681
Philippines,2004,Asia,84231.329
Philippines,2005,Asia,85821.214
Philippines,2006,Asia,87366.573
Republic of Korea,1980,Asia,37451.085
Republic of Korea,1981,Asia,38046.253
Republic of Korea,1982,Asia,38665.964
Republic of Korea,1983,Asia,39295.418
Republic of Korea,1984,Asia,39912.9
Republic of Korea,1985,Asia,40501.917
Republic of Korea,1986,Asia,41058.854
Republic of Korea,1987,Asia,41586.382
Republic of Korea,1988,Asia,42081.911
Republic of Korea,1989,Asia,42544.024
Republic of Korea,1990,Asia,42972.254
Republic of Korea,1991,Asia,43364.294
Republic of Korea,1992,Asia,43720.846
Republic of Korea,1993,Asia,44048.595
Republic of Korea,1994,Asia,44356.925
Republic of Korea,1995,Asia,44652.994
Republic of Korea,1996,Asia,44940.974
Republic of Korea,1997,Asia,45220.543
Republic of Korea,1998,Asia,45489.131
Republic of Korea,1999,Asia,45742.103
Republic of Korea,2000,Asia,45977.21
Republic of Korea,2001,Asia,46192.932
Republic of Korea,2002,Asia,46393.993
Republic of Korea,2003,Asia,46591.762
Republic of Korea,2004,Asia,46801.31
Republic of Korea,2005,Asia,47033.082
Republic of Korea,2006,Asia,47291.491
Singapore,1980,Asia,2414.527
Singapore,1981,Asia,2463.248
Singapore,1982,Asia,2520.497
Singapore,1983,Asia,2583.244
Singapore,1984,Asia,2646.985
Singapore,1985,Asia,2708.638
Singapore,1986,Asia,2766.759
Singapore,1987,Asia,2822.832
Singapore,1988,Asia,2880.192
Singapore,1989,Asia,2943.637
Singapore,1990,Asia,3016.404
Singapore,1991,Asia,3100.095
Singapore,1992,Asia,3193.046
Singapore,1993,Asia,3291.284
Singapore,1994,Asia,3389.124
Singapore,1995,Asia,3482.64
Singapore,1996,Asia,3570.085
Singapore,1997,Asia,3653.156
Singapore,1998,Asia,3735.537
Singapore,1999,Asia,3822.625
Singapore,2000,Asia,3918.189
Singapore,2001,Asia,4023.284
Singapore,2002,Asia,4136.239
Singapore,2003,Asia,4254.766
Singapore,2004,Asia,4375.413
Singapore,2005,Asia,4495.537
Singapore,2006,Asia,4614.31
Thailand,1980,Asia,47369.137
Thailand,1981,Asia,48319.564
Thailand,1982,Asia,49247.43
Thailand,1983,Asia,50165.305
Thailand,1984,Asia,51090.39
Thailand,1985,Asia,52031.925
Thailand,1986,Asia,53003.237
Thailand,1987,Asia,53993.052
Thailand,1988,Asia,54956.736
Thailand,1989,Asia,55833.321
Thailand,1990,Asia,56582.726
Thailand,1991,Asia,57184.324
Thailand,1992,Asia,57661.001
Thailand,1993,Asia,58069.612
Thailand,1994,Asia,58491.145
Thailand,1995,Asia,58983.954
Thailand,1996,Asia,59562.136
Thailand,1997,Asia,60206.941
Thailand,1998,Asia,60903.042
Thailand,1999,Asia,61623.143
Thailand,2000,Asia,62343.379
Thailand,2001,Asia,63069.07
Thailand,2002,Asia,63797.841
Thailand,2003,Asia,64488.338
Thailand,2004,Asia,65087.4
Thailand,2005,Asia,65559.487
Thailand,2006,Asia,65883.961
Viet Nam,1980,Asia,54897.387
Viet Nam,1981,Asia,56169.066
Viet Nam,1982,Asia,57489.843
Viet Nam,1983,Asia,58852.292
Viet Nam,1984,Asia,60244.982
Viet Nam,1985,Asia,61658.342
Viet Nam,1986,Asia,63084.681
Viet Nam,1987,Asia,64521.553
Viet Nam,1988,Asia,65969.99
Viet Nam,1989,Asia,67433.249
Viet Nam,1990,Asia,68909.883
Viet Nam,1991,Asia,70402.814
Viet Nam,1992,Asia,71899.198
Viet Nam,1993,Asia,73363.06
Viet Nam,1994,Asia,74747.565
